# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
23
0, 2021
1, 628
2, 1943
3, 706
4, 2644
5, 5
6, 1665
7, 984
8, 2555
9, 94
10, 2298
11, 351
12, 2536
13, 113
14, 2206
15, 443
16, 1791
17, 858
18, 1391
19, 1258
20, 2599
21, 50
22, 1990
23, 659
24, 1781
25, 868
26, 1915
27, 734
28, 2371
29, 278
30, 1740
31, 909
32, 1420
33, 1084
34, 145
35, 1936
36, 713
37, 2343
38, 306
39, 1020
40, 1629
41, 2637
42, 12
43, 2044
44, 605
45, 2588
46, 61
