# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
22
0, 1258
1, 994
2, 1214
3, 1038
4, 1922
5, 330
6, 791
7, 1313
8, 148
9, 1162
10, 1090
11, 772
12, 1480
13, 1286
14, 966
15, 2250
16, 2
17, 1896
18, 356
19, 805
20, 1242
21, 205
22, 1400
23, 852
24, 1996
25, 256
26, 788
27, 843
28, 621
29, 1564
30, 688
31, 838
32, 1414
33, 1415
34, 837
35, 911
36, 1341
37, 987
38, 1265
39, 1554
40, 698
41, 830
42, 1422
43, 1428
44, 824
45, 1044
46, 1208
