# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
25
0, 1483
1, 335
2, 1771
3, 47
4, 1815
5, 3
6, 1020
7, 798
8, 757
9, 1061
10, 651
11, 686
12, 481
13, 618
14, 1200
15, 1595
16, 223
17, 1339
18, 479
19, 1652
20, 166
21, 879
22, 939
23, 941
24, 877
25, 1463
26, 355
27, 1452
28, 366
29, 1032
30, 786
31, 1073
32, 745
33, 983
34, 740
35, 95
36, 1643
37, 175
38, 1324
39, 494
40, 889
41, 929
42, 1034
43, 784
44, 1197
45, 621
46, 1800
47, 18
48, 1212
49, 606
50, 1230
51, 588
