# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
29
0, 534
1, 296
2, 414
3, 309
4, 107
5, 280
6, 550
7, 408
8, 422
9, 775
10, 55
11, 713
12, 117
13, 431
14, 399
15, 408
16, 349
17, 73
18, 807
19, 23
20, 441
21, 389
22, 691
23, 139
24, 592
25, 238
26, 563
27, 267
28, 739
29, 91
30, 708
31, 122
32, 660
33, 170
34, 391
35, 439
36, 540
37, 290
38, 625
39, 205
40, 666
41, 164
42, 729
43, 101
44, 819
45, 11
46, 423
47, 407
48, 613
49, 217
50, 358
51, 472
52, 549
53, 281
54, 744
55, 86
56, 814
57, 16
58, 767
59, 63
