# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
39
0, 2006
1, 837
2, 1102
3, 1735
4, 6
5, 1002
6, 1426
7, 415
8, 1268
9, 1575
10, 2591
11, 252
12, 2795
13, 48
14, 1438
15, 1405
16, 1994
17, 849
18, 2598
19, 245
20, 1992
21, 851
22, 1135
23, 1708
24, 1778
25, 1065
26, 2755
27, 88
28, 2434
29, 409
30, 1882
31, 961
32, 1783
33, 1060
34, 1789
35, 1054
36, 1145
37, 1029
38, 669
39, 2740
40, 103
41, 1778
42, 1065
43, 1731
44, 1112
45, 1705
46, 1138
47, 1862
48, 981
49, 958
50, 1885
51, 994
52, 1464
53, 385
54, 1307
55, 1536
56, 2458
57, 385
58, 2172
59, 671
60, 1100
61, 1706
62, 37
63, 2319
64, 524
65, 1735
66, 1108
67, 1196
68, 1444
69, 203
70, 2726
71, 117
72, 2714
73, 129
74, 1816
75, 1027
76, 2061
77, 782
78, 1392
79, 1356
80, 95
81, 2186
82, 657
83, 1806
84, 1037
