# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
32
0, 593
1, 986
2, 785
3, 794
4, 626
5, 953
6, 603
7, 976
8, 555
9, 1024
10, 1486
11, 93
12, 1521
13, 58
14, 630
15, 949
16, 1040
17, 539
18, 1538
19, 41
20, 1552
21, 27
22, 1005
23, 535
24, 39
25, 598
26, 981
27, 548
28, 723
29, 308
30, 1350
31, 229
32, 825
33, 754
34, 1318
35, 261
36, 927
37, 652
38, 907
39, 672
40, 1527
41, 52
42, 1355
43, 224
44, 1349
45, 230
46, 1402
47, 177
48, 1503
49, 76
50, 1040
51, 539
52, 956
53, 623
54, 1392
55, 187
56, 1472
57, 107
58, 1069
59, 510
60, 1039
61, 540
62, 1040
63, 539
64, 1531
65, 48
