# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
35
0, 403
1, 227
2, 471
3, 159
4, 599
5, 31
6, 362
7, 268
8, 416
9, 214
10, 604
11, 26
12, 522
13, 108
14, 547
15, 83
16, 291
17, 225
18, 114
19, 424
20, 206
21, 237
22, 393
23, 448
24, 182
25, 570
26, 60
27, 337
28, 293
29, 300
30, 330
31, 615
32, 15
33, 526
34, 104
35, 394
36, 236
37, 426
38, 204
39, 564
40, 66
41, 600
42, 30
43, 302
44, 328
45, 430
46, 200
47, 577
48, 53
49, 591
50, 39
51, 444
52, 186
53, 623
54, 7
55, 498
56, 132
57, 528
58, 102
59, 576
60, 54
61, 511
62, 119
63, 476
64, 154
65, 609
66, 21
67, 285
68, 342
69, 3
70, 390
71, 240
