# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
26
0, 364
1, 241
2, 530
3, 75
4, 347
5, 258
6, 345
7, 260
8, 219
9, 249
10, 137
11, 306
12, 299
13, 253
14, 352
15, 349
16, 256
17, 464
18, 141
19, 536
20, 69
21, 605
22, 328
23, 215
24, 62
25, 415
26, 190
27, 574
28, 31
29, 260
30, 211
31, 134
32, 211
33, 394
34, 402
35, 203
36, 604
37, 1
38, 390
39, 215
40, 213
41, 245
42, 147
43, 451
44, 154
45, 235
46, 370
47, 293
48, 233
49, 79
50, 367
51, 238
52, 476
53, 129
54, 575
55, 30
