# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
23
0, 2264
1, 693
2, 2184
3, 773
4, 2768
5, 189
6, 2597
7, 360
8, 1411
9, 1546
10, 1393
11, 1116
12, 448
13, 1679
14, 1005
15, 273
16, 1823
17, 1134
18, 993
19, 1964
20, 1545
21, 1230
22, 182
23, 2898
24, 59
25, 1048
26, 1848
27, 61
28, 2672
29, 285
30, 2599
31, 358
32, 1372
33, 1559
34, 26
35, 2227
36, 730
37, 2444
38, 513
39, 1455
40, 1502
41, 2827
42, 130
43, 2607
44, 350
45, 1450
46, 1134
47, 373
48, 2128
49, 829
50, 2048
51, 909
