# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
23
0, 720
1, 493
2, 990
3, 223
4, 833
5, 380
6, 1187
7, 26
8, 414
9, 412
10, 387
11, 405
12, 433
13, 375
14, 948
15, 265
16, 1074
17, 139
18, 929
19, 284
20, 815
21, 398
22, 626
23, 587
24, 715
25, 498
26, 665
27, 548
28, 1027
29, 186
30, 549
31, 664
32, 470
33, 656
34, 87
35, 604
36, 609
37, 497
38, 716
39, 609
40, 604
41, 1146
42, 67
43, 761
44, 452
45, 896
46, 317
47, 697
48, 516
