# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
38
0, 677
1, 605
2, 615
3, 667
4, 932
5, 350
6, 1099
7, 183
8, 928
9, 354
10, 486
11, 796
12, 550
13, 732
14, 1044
15, 238
16, 1133
17, 149
18, 1272
19, 10
20, 1137
21, 145
22, 1146
23, 136
24, 1150
25, 132
26, 908
27, 374
28, 515
29, 698
30, 69
31, 837
32, 445
33, 782
34, 430
35, 70
36, 655
37, 627
38, 648
39, 506
40, 128
41, 741
42, 456
43, 85
44, 454
45, 828
46, 997
47, 285
48, 883
49, 399
50, 869
51, 413
52, 956
53, 326
54, 483
55, 723
56, 76
57, 439
58, 779
59, 64
60, 550
61, 732
62, 915
63, 367
64, 433
65, 848
66, 1
67, 836
68, 446
69, 822
70, 460
71, 1160
72, 122
73, 1030
74, 252
75, 626
76, 656
77, 1254
78, 28
79, 805
80, 477
81, 1225
82, 57
