# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
27
0, 884
1, 285
2, 1029
3, 140
4, 588
5, 581
6, 574
7, 595
8, 788
9, 381
10, 450
11, 719
12, 1081
13, 88
14, 1146
15, 23
16, 846
17, 323
18, 697
19, 472
20, 958
21, 211
22, 966
23, 203
24, 405
25, 764
26, 631
27, 538
28, 616
29, 553
30, 999
31, 170
32, 614
33, 555
34, 659
35, 510
36, 520
37, 649
38, 478
39, 646
40, 45
41, 602
42, 567
43, 722
44, 447
45, 1108
46, 61
47, 970
48, 199
49, 877
50, 292
51, 1022
52, 147
53, 982
54, 187
