# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
33
0, 552
1, 777
2, 1044
3, 285
4, 633
5, 696
6, 478
7, 851
8, 780
9, 523
10, 26
11, 1014
12, 315
13, 724
14, 605
15, 1145
16, 184
17, 618
18, 711
19, 664
20, 665
21, 601
22, 728
23, 1252
24, 77
25, 604
26, 555
27, 170
28, 518
29, 811
30, 1215
31, 114
32, 1268
33, 61
34, 564
35, 765
36, 677
37, 652
38, 723
39, 606
40, 449
41, 616
42, 264
43, 1100
44, 229
45, 878
46, 451
47, 763
48, 566
49, 729
50, 600
51, 868
52, 461
53, 497
54, 613
55, 219
56, 489
57, 840
58, 572
59, 757
60, 722
61, 607
62, 1113
63, 216
64, 1287
65, 42
66, 996
67, 333
68, 881
69, 448
