# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
28
0, 1460
1, 64
2, 1016
3, 508
4, 1406
5, 118
6, 1401
7, 123
8, 863
9, 661
10, 923
11, 601
12, 717
13, 807
14, 1326
15, 198
16, 1389
17, 135
18, 517
19, 1007
20, 638
21, 886
22, 795
23, 729
24, 568
25, 634
26, 322
27, 1282
28, 242
29, 1480
30, 44
31, 610
32, 914
33, 718
34, 670
35, 136
36, 1038
37, 486
38, 1508
39, 16
40, 921
41, 603
42, 1048
43, 476
44, 1420
45, 104
46, 1399
47, 125
48, 993
49, 531
50, 1110
51, 414
52, 1062
53, 462
54, 1095
55, 429
56, 1088
57, 436
