# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
37
0, 617
1, 175
2, 654
3, 138
4, 558
5, 234
6, 703
7, 89
8, 568
9, 224
10, 367
11, 425
12, 581
13, 211
14, 307
15, 281
16, 204
17, 479
18, 313
19, 777
20, 15
21, 424
22, 306
23, 62
24, 724
25, 68
26, 335
27, 457
28, 388
29, 404
30, 630
31, 162
32, 601
33, 191
34, 771
35, 21
36, 475
37, 317
38, 322
39, 470
40, 465
41, 327
42, 486
43, 306
44, 497
45, 295
46, 751
47, 41
48, 684
49, 108
50, 456
51, 336
52, 713
53, 79
54, 724
55, 68
56, 532
57, 260
58, 283
59, 444
60, 65
61, 562
62, 230
63, 429
64, 363
65, 525
66, 267
67, 267
68, 305
69, 220
70, 455
71, 337
72, 613
73, 179
74, 411
75, 381
76, 741
77, 51
