# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
31
0, 1017
1, 1732
2, 1182
3, 1124
4, 443
5, 1299
6, 968
7, 482
8, 1233
9, 922
10, 594
11, 2400
12, 349
13, 1415
14, 1334
15, 1733
16, 1016
17, 2180
18, 569
19, 2679
20, 70
21, 962
22, 1576
23, 211
24, 1639
25, 1110
26, 2252
27, 497
28, 2282
29, 467
30, 2114
31, 635
32, 2020
33, 729
34, 1716
35, 1028
36, 5
37, 1128
38, 1621
39, 1248
40, 1501
41, 1312
42, 1437
43, 1935
44, 814
45, 1940
46, 809
47, 1980
48, 769
49, 2463
50, 286
51, 2380
52, 369
53, 2128
54, 621
55, 2233
56, 516
57, 1054
58, 1695
59, 1446
60, 1303
61, 1604
62, 1145
63, 2387
64, 362
65, 1488
66, 1261
