# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
32
0, 507
1, 284
2, 581
3, 210
4, 397
5, 394
6, 266
7, 336
8, 189
9, 462
10, 329
11, 698
12, 93
13, 619
14, 172
15, 293
16, 496
17, 2
18, 547
19, 244
20, 412
21, 379
22, 335
23, 404
24, 52
25, 642
26, 149
27, 697
28, 94
29, 655
30, 136
31, 384
32, 299
33, 108
34, 434
35, 357
36, 599
37, 192
38, 718
39, 73
40, 278
41, 513
42, 736
43, 55
44, 657
45, 134
46, 268
47, 298
48, 225
49, 524
50, 267
51, 391
52, 349
53, 51
54, 606
55, 185
56, 483
57, 308
58, 578
59, 213
60, 497
61, 294
62, 402
63, 389
64, 724
65, 67
66, 410
67, 381
68, 438
69, 324
70, 29
