# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
30
0, 572
1, 453
2, 763
3, 262
4, 601
5, 390
6, 34
7, 1003
8, 22
9, 618
10, 407
11, 568
12, 457
13, 965
14, 60
15, 717
16, 308
17, 463
18, 562
19, 697
20, 328
21, 520
22, 505
23, 455
24, 570
25, 824
26, 201
27, 449
28, 462
29, 114
30, 657
31, 368
32, 507
33, 518
34, 863
35, 162
36, 503
37, 522
38, 609
39, 416
40, 905
41, 120
42, 897
43, 128
44, 454
45, 571
46, 751
47, 274
48, 357
49, 608
50, 60
51, 798
52, 227
53, 839
54, 186
55, 602
56, 423
57, 541
58, 484
59, 936
60, 89
61, 373
62, 612
63, 40
