# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
27
0, 951
1, 142
2, 925
3, 168
4, 595
5, 377
6, 121
7, 578
8, 515
9, 420
10, 673
11, 564
12, 529
13, 537
14, 556
15, 1020
16, 73
17, 673
18, 420
19, 704
20, 389
21, 510
22, 583
23, 393
24, 379
25, 321
26, 729
27, 364
28, 1059
29, 34
30, 443
31, 650
32, 581
33, 512
34, 579
35, 514
36, 728
37, 365
38, 463
39, 585
40, 45
41, 650
42, 443
43, 503
44, 370
45, 220
46, 901
47, 192
48, 530
49, 553
50, 10
51, 538
52, 555
53, 503
54, 590
55, 871
56, 222
57, 732
58, 361
