# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
35
0, 1836
1, 951
2, 1062
3, 1205
4, 520
5, 2501
6, 286
7, 1021
8, 1025
9, 741
10, 2249
11, 538
12, 2160
13, 627
14, 1292
15, 1495
16, 1688
17, 1099
18, 2306
19, 481
20, 1538
21, 1249
22, 979
23, 1808
24, 1349
25, 1438
26, 2358
27, 429
28, 2432
29, 355
30, 2565
31, 222
32, 2186
33, 601
34, 2675
35, 112
36, 2618
37, 169
38, 1242
39, 1545
40, 1500
41, 1287
42, 2260
43, 527
44, 2691
45, 96
46, 1390
47, 1269
48, 128
49, 1724
50, 1063
51, 2037
52, 750
53, 1183
54, 1604
55, 2107
56, 680
57, 1321
58, 1425
59, 41
60, 2627
61, 160
62, 1585
63, 1202
64, 2321
65, 466
66, 1469
67, 1318
68, 1153
69, 1634
70, 1214
71, 1261
72, 312
73, 1866
74, 921
