# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
39
0, 951
1, 243
2, 646
3, 548
4, 1023
5, 171
6, 932
7, 262
8, 1135
9, 59
10, 648
11, 546
12, 783
13, 411
14, 899
15, 295
16, 967
17, 227
18, 995
19, 199
20, 850
21, 344
22, 835
23, 359
24, 1078
25, 116
26, 718
27, 476
28, 1154
29, 40
30, 1007
31, 187
32, 943
33, 251
34, 694
35, 500
36, 977
37, 217
38, 487
39, 614
40, 93
41, 872
42, 322
43, 1178
44, 16
45, 628
46, 470
47, 96
48, 735
49, 421
50, 38
51, 877
52, 317
53, 462
54, 732
55, 1194
56, 976
57, 218
58, 1090
59, 104
60, 719
61, 475
62, 520
63, 674
64, 478
65, 486
66, 230
67, 474
68, 483
69, 237
70, 1047
71, 147
72, 484
73, 638
74, 72
75, 1067
76, 127
77, 552
78, 642
79, 457
80, 691
81, 46
82, 604
83, 489
84, 101
