# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
35
0, 2163
1, 830
2, 2574
3, 419
4, 2405
5, 588
6, 1899
7, 1094
8, 2748
9, 245
10, 1685
11, 1308
12, 1495
13, 1498
14, 2099
15, 894
16, 2702
17, 291
18, 1413
19, 1580
20, 1675
21, 1318
22, 1503
23, 1490
24, 1988
25, 1005
26, 1779
27, 1214
28, 2454
29, 539
30, 2490
31, 503
32, 1698
33, 1280
34, 15
35, 1048
36, 1945
37, 1742
38, 1251
39, 2968
40, 25
41, 2879
42, 114
43, 1130
44, 1163
45, 700
46, 1505
47, 1488
48, 2318
49, 675
50, 1807
51, 1186
52, 1490
53, 1120
54, 383
55, 2359
56, 634
57, 2151
58, 842
59, 1755
60, 1238
61, 1637
62, 1356
63, 1095
64, 1199
65, 699
66, 1890
67, 1103
68, 1231
69, 1762
70, 1538
71, 1455
72, 2012
73, 981
