# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
35
0, 559
1, 379
2, 863
3, 75
4, 876
5, 62
6, 438
7, 500
8, 439
9, 499
10, 831
11, 107
12, 871
13, 67
14, 825
15, 113
16, 707
17, 231
18, 475
19, 463
20, 537
21, 401
22, 932
23, 6
24, 468
25, 470
26, 921
27, 17
28, 779
29, 159
30, 740
31, 198
32, 395
33, 543
34, 896
35, 42
36, 368
37, 508
38, 62
39, 667
40, 271
41, 863
42, 75
43, 560
44, 378
45, 533
46, 405
47, 881
48, 57
49, 699
50, 239
51, 868
52, 70
53, 329
54, 348
55, 261
56, 373
57, 565
58, 631
59, 307
60, 389
61, 376
62, 173
63, 388
64, 550
65, 414
66, 524
67, 333
68, 605
69, 313
70, 625
71, 569
72, 369
