# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
25
0, 877
1, 752
2, 79
3, 1049
4, 659
5, 1247
6, 461
7, 1127
8, 581
9, 1003
10, 705
11, 678
12, 1030
13, 803
14, 905
15, 1271
16, 437
17, 726
18, 982
19, 1031
20, 677
21, 1497
22, 211
23, 1177
24, 531
25, 1578
26, 130
27, 1191
28, 517
29, 974
30, 734
31, 996
32, 712
33, 647
34, 1061
35, 879
36, 829
37, 1230
38, 478
39, 1339
40, 369
41, 756
42, 634
43, 318
44, 963
45, 745
46, 1649
47, 59
48, 1147
49, 561
50, 1137
51, 571
