# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
25
0, 2145
1, 765
2, 2124
3, 786
4, 2858
5, 52
6, 1681
7, 1229
8, 1769
9, 1141
10, 1957
11, 953
12, 2117
13, 793
14, 1578
15, 1236
16, 96
17, 2243
18, 667
19, 1353
20, 1258
21, 299
22, 2223
23, 687
24, 1345
25, 1489
26, 76
27, 1717
28, 1193
29, 1203
30, 1325
31, 382
32, 1557
33, 1353
34, 1652
35, 1258
36, 1965
37, 945
38, 2901
39, 9
40, 2152
41, 758
42, 1647
43, 1028
44, 235
45, 1826
46, 1084
47, 2808
48, 102
49, 2037
50, 873
51, 2072
52, 838
53, 2723
54, 187
