# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
22
0, 808
1, 1144
2, 1322
3, 630
4, 1378
5, 574
6, 1025
7, 927
8, 1519
9, 433
10, 1330
11, 622
12, 1737
13, 215
14, 1055
15, 897
16, 815
17, 959
18, 178
19, 1735
20, 217
21, 787
22, 749
23, 416
24, 1498
25, 454
26, 1219
27, 733
28, 970
29, 982
30, 1454
31, 498
32, 1939
33, 13
34, 1770
35, 182
36, 1869
37, 83
38, 909
39, 779
40, 264
41, 1453
42, 499
43, 1064
44, 841
45, 47
46, 1359
47, 593
