# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
39
0, 2297
1, 221
2, 1907
3, 611
4, 1806
5, 712
6, 1196
7, 1322
8, 1575
9, 943
10, 2332
11, 186
12, 1074
13, 1444
14, 2322
15, 196
16, 959
17, 1232
18, 327
19, 1544
20, 974
21, 1283
22, 1235
23, 1296
24, 1222
25, 1366
26, 1152
27, 2451
28, 67
29, 1847
30, 671
31, 1059
32, 1459
33, 1455
34, 1063
35, 2111
36, 407
37, 2192
38, 326
39, 1231
40, 883
41, 404
42, 890
43, 1628
44, 1405
45, 1097
46, 16
47, 2450
48, 68
49, 1135
50, 1383
51, 1163
52, 1355
53, 1468
54, 1050
55, 1785
56, 733
57, 1808
58, 710
59, 1659
60, 859
61, 865
62, 1653
63, 1735
64, 783
65, 1139
66, 1379
67, 2412
68, 106
69, 2514
70, 4
71, 1812
72, 706
73, 2103
74, 415
75, 1526
76, 992
77, 1008
78, 1510
79, 1398
80, 1120
