# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
36
0, 1503
1, 870
2, 1169
3, 1204
4, 858
5, 1340
6, 175
7, 1833
8, 540
9, 1764
10, 609
11, 813
12, 1146
13, 414
14, 1321
15, 1052
16, 1346
17, 1027
18, 2005
19, 368
20, 1880
21, 493
22, 1393
23, 980
24, 1808
25, 565
26, 854
27, 1519
28, 1273
29, 1100
30, 2131
31, 242
32, 913
33, 1000
34, 460
35, 815
36, 1558
37, 820
38, 1553
39, 2326
40, 47
41, 1368
42, 1005
43, 1843
44, 530
45, 1489
46, 884
47, 1851
48, 522
49, 2223
50, 150
51, 1906
52, 467
53, 1592
54, 781
55, 2145
56, 228
57, 1524
58, 849
59, 1753
60, 620
61, 2369
62, 4
63, 1636
64, 737
65, 1661
66, 712
67, 955
68, 887
69, 531
70, 2271
71, 102
72, 1527
73, 846
74, 978
75, 1395
