# #La primera linea indica la cantidad de grupos a formar, las siguientes son de la forma 'nombre maestro, habilidad'
33
0, 1682
1, 297
2, 1742
3, 237
4, 1188
5, 791
6, 1394
7, 585
8, 1698
9, 281
10, 1689
11, 290
12, 1880
13, 99
14, 1527
15, 452
16, 932
17, 878
18, 169
19, 1409
20, 570
21, 882
22, 1097
23, 1132
24, 847
25, 1089
26, 847
27, 43
28, 1016
29, 797
30, 166
31, 748
32, 1231
33, 1480
34, 499
35, 864
36, 1115
37, 1203
38, 776
39, 819
40, 1160
41, 1813
42, 166
43, 1364
44, 615
45, 1630
46, 349
47, 1550
48, 429
49, 1082
50, 897
51, 1166
52, 813
53, 802
54, 1177
55, 749
56, 1014
57, 216
58, 770
59, 1162
60, 47
61, 1457
62, 522
63, 1368
64, 611
65, 817
66, 1162
67, 884
68, 1095
69, 801
70, 869
71, 309
